a,transaction_id,customer_id,credit_card_number,amount,transaction_type,old_balance,transaction_time,new_balance,is_fraud
6918,T06918,C1672,4.77853E+16,9109.23,Online,46380.32,05-01-2023 19:17,37271.09,0
6919,T06919,C3016,4.80343E+16,6157.32,Transfer,37526.7,05-01-2023 19:18,31369.38,0
6920,T06920,C1575,4.25498E+16,4125.35,Transfer,22154.07,05-01-2023 19:19,18028.72,1
6921,T06921,C4366,4.55021E+16,9344.76,ATM,7633.69,05-01-2023 19:20,-1711.07,0
6922,T06922,C3936,4.18005E+16,494.16,ATM,40336.91,05-01-2023 19:21,39842.75,0
6923,T06923,C4041,4.41688E+16,2110.66,Online,23089.21,05-01-2023 19:22,20978.55,0
6924,T06924,C3955,4.5848E+16,5663.23,POS,3858.08,05-01-2023 19:23,-1805.15,0
6925,T06925,C2676,4.82522E+16,6159.37,ATM,35980.86,05-01-2023 19:24,29821.49,0
6926,T06926,C1438,4.97001E+16,405.18,ATM,14663.41,05-01-2023 19:25,14258.23,0
6927,T06927,C2041,4.38511E+16,4036.36,POS,2539.52,05-01-2023 19:26,-1496.84,0
6928,T06928,C3502,4.37547E+16,6495.05,Online,45147.28,05-01-2023 19:27,38652.23,1
6929,T06929,C1802,4.92341E+16,6983.72,ATM,24206.74,05-01-2023 19:28,17223.02,0
6930,T06930,C1768,4.18145E+16,6385.02,Transfer,14119.96,05-01-2023 19:29,7734.94,0
6931,T06931,C1494,4.46575E+16,3212.43,Online,35847.69,05-01-2023 19:30,32635.26,0
6932,T06932,C4810,4.66007E+16,944.27,POS,44306.53,05-01-2023 19:31,43362.26,0
6933,T06933,C4490,4.67599E+16,4276.85,POS,115.32,05-01-2023 19:32,-4161.53,0
6934,T06934,C2609,4.78145E+16,1296.26,Transfer,34423.82,05-01-2023 19:33,33127.56,0
6935,T06935,C1883,4.28208E+16,9476.76,Transfer,38373.88,05-01-2023 19:34,28897.12,1
6936,T06936,C2872,4.87099E+16,4756.96,Transfer,10575.38,05-01-2023 19:35,5818.42,0
6937,T06937,C4377,4.53725E+16,3179.42,Online,24532.23,05-01-2023 19:36,21352.81,0
6938,T06938,C4200,4.40354E+16,7665.38,POS,4555.37,05-01-2023 19:37,-3110.01,0
6939,T06939,C1780,4.49431E+16,4984.51,Transfer,37362.82,05-01-2023 19:38,32378.31,0
6940,T06940,C3935,4.42558E+16,3107.24,Transfer,42388.06,05-01-2023 19:39,39280.82,0
6941,T06941,C2384,4.24341E+16,8121.56,POS,5498.51,05-01-2023 19:40,-2623.05,0
6942,T06942,C1441,4.25181E+16,8672.85,ATM,40841.37,05-01-2023 19:41,32168.52,1
6943,T06943,C4101,4.11435E+16,6733.35,Online,38601.35,05-01-2023 19:42,31868,0
6944,T06944,C2697,4.27095E+16,479.17,ATM,17410.97,05-01-2023 19:43,16931.8,0
6945,T06945,C1190,4.3797E+16,5667.57,Transfer,34545.45,05-01-2023 19:44,28877.88,0
6946,T06946,C4795,4.55587E+16,7635.32,Online,102.4,05-01-2023 19:45,-7532.92,0
6947,T06947,C3593,4.67854E+16,1373.67,ATM,46596.7,05-01-2023 19:46,45223.03,0
6948,T06948,C4430,4.3668E+16,2294.42,POS,27564.12,05-01-2023 19:47,25269.7,0
6949,T06949,C3753,4.60433E+16,8826.13,Transfer,31054.91,05-01-2023 19:48,22228.78,0
6950,T06950,C3411,4.26025E+16,211.02,Online,33266.5,05-01-2023 19:49,33055.48,0
6951,T06951,C1504,4.65707E+16,7529.74,Online,28112.31,05-01-2023 19:50,20582.57,0
6952,T06952,C4162,4.1684E+16,4743,Online,42852.52,05-01-2023 19:51,38109.52,0
6953,T06953,C4652,4.18409E+16,4473.25,Online,30524.12,05-01-2023 19:52,26050.87,0
6954,T06954,C2845,4.74101E+16,80.89,Transfer,45397.22,05-01-2023 19:53,45316.33,0
6955,T06955,C2873,4.92389E+16,8195.79,Transfer,29158.35,05-01-2023 19:54,20962.56,0
6956,T06956,C3697,4.69735E+16,3604.65,POS,8639.01,05-01-2023 19:55,5034.36,0
6957,T06957,C3413,4.8676E+16,5412.25,POS,45686.77,05-01-2023 19:56,40274.52,0
6958,T06958,C4916,4.23129E+16,6776.23,POS,34113.21,05-01-2023 19:57,27336.98,0
6959,T06959,C3065,4.40639E+16,7029.27,ATM,34992.03,05-01-2023 19:58,27962.76,0
6960,T06960,C1551,4.41867E+16,9560.24,POS,49275.54,05-01-2023 19:59,39715.3,0
6961,T06961,C4947,4.21982E+16,5318.09,Transfer,3852.31,05-01-2023 20:00,-1465.78,0
6962,T06962,C3043,4.44699E+16,4003.2,ATM,21486.77,05-01-2023 20:01,17483.57,0
6963,T06963,C1017,4.86112E+16,9537.5,Transfer,12030.86,05-01-2023 20:02,2493.36,0
6964,T06964,C3172,4.76318E+16,6424.68,ATM,31558.28,05-01-2023 20:03,25133.6,0
6965,T06965,C4015,4.88945E+16,2988.52,POS,40359.9,05-01-2023 20:04,37371.38,0
6966,T06966,C1198,4.81921E+16,1273.38,POS,48318.9,05-01-2023 20:05,47045.52,0
6967,T06967,C3266,4.65252E+16,8427.12,POS,22784.35,05-01-2023 20:06,14357.23,0
6968,T06968,C4831,4.97437E+16,3628.19,ATM,39332.29,05-01-2023 20:07,35704.1,0
6969,T06969,C2772,4.39169E+16,6608.09,Transfer,45860.87,05-01-2023 20:08,39252.78,0
6970,T06970,C4435,4.3025E+16,4713.46,Online,34197.94,05-01-2023 20:09,29484.48,0
6971,T06971,C3396,4.84412E+16,1997.31,Transfer,12212.35,05-01-2023 20:10,10215.04,0
6972,T06972,C2978,4.32149E+16,6020.85,POS,30431.92,05-01-2023 20:11,24411.07,0
6973,T06973,C4786,4.23962E+16,616.22,ATM,48500.61,05-01-2023 20:12,47884.39,0
6974,T06974,C3082,4.99412E+16,4139.29,ATM,49378.94,05-01-2023 20:13,45239.65,0
6975,T06975,C4199,4.12374E+16,5470.68,POS,32153.76,05-01-2023 20:14,26683.08,0
6976,T06976,C4773,4.30218E+16,4366.11,ATM,44360.69,05-01-2023 20:15,39994.58,0
6977,T06977,C4728,4.72607E+16,7489.24,POS,10097.43,05-01-2023 20:16,2608.19,0
6978,T06978,C1725,4.29724E+16,8280.97,Transfer,12379.32,05-01-2023 20:17,4098.35,0
6979,T06979,C3833,4.88825E+16,7714.72,ATM,47649.09,05-01-2023 20:18,39934.37,0
6980,T06980,C3369,4.49664E+16,397.74,Online,6848.25,05-01-2023 20:19,6450.51,0
6981,T06981,C1711,4.83096E+16,1949.35,ATM,9636.21,05-01-2023 20:20,7686.86,0
6982,T06982,C3992,4.23094E+16,5370.71,POS,21085.38,05-01-2023 20:21,15714.67,0
6983,T06983,C4339,4.36733E+16,9348.87,Online,29520.26,05-01-2023 20:22,20171.39,1
6984,T06984,C1525,4.96883E+16,8351.22,POS,30230.48,05-01-2023 20:23,21879.26,0
6985,T06985,C1424,4.8724E+16,8426.92,ATM,14669.6,05-01-2023 20:24,6242.68,0
6986,T06986,C2586,4.53529E+16,3039.05,Online,46038.63,05-01-2023 20:25,42999.58,0
6987,T06987,C3693,4.49537E+16,4300.18,Online,45763.49,05-01-2023 20:26,41463.31,1
6988,T06988,C3459,4.60109E+16,4712.35,ATM,19664.2,05-01-2023 20:27,14951.85,0
6989,T06989,C3482,4.99925E+16,1582.14,Online,21771.16,05-01-2023 20:28,20189.02,0
6990,T06990,C4615,4.27315E+16,320.37,Transfer,35154.61,05-01-2023 20:29,34834.24,0
6991,T06991,C2318,4.26759E+16,9469.56,Online,33183.5,05-01-2023 20:30,23713.94,0
6992,T06992,C3064,4.56709E+16,2414.72,Online,19176.62,05-01-2023 20:31,16761.9,0
6993,T06993,C4610,4.45994E+16,2407.09,Transfer,20770.79,05-01-2023 20:32,18363.7,0
6994,T06994,C2575,4.61833E+16,842.96,POS,17467.14,05-01-2023 20:33,16624.18,0
6995,T06995,C2714,4.91276E+16,9285.79,POS,11845.71,05-01-2023 20:34,2559.92,0
6996,T06996,C3494,4.44867E+16,5801.57,Transfer,22961.1,05-01-2023 20:35,17159.53,0
6997,T06997,C4751,4.33553E+16,6673.7,Online,34353.06,05-01-2023 20:36,27679.36,0
6998,T06998,C3836,4.81769E+16,9116.65,ATM,37124.14,05-01-2023 20:37,28007.49,0
6999,T06999,C4122,4.42783E+16,3462.75,Transfer,38965.8,05-01-2023 20:38,35503.05,0
7000,T07000,C2016,4.82213E+16,6218.86,ATM,18799.13,05-01-2023 20:39,12580.27,0
7001,T07001,C2120,4.48849E+16,397.61,POS,38255.34,05-01-2023 20:40,37857.73,0
7002,T07002,C2629,4.42833E+16,1875.86,Transfer,425.16,05-01-2023 20:41,-1450.7,0
7003,T07003,C4946,4.93362E+16,8314.15,ATM,23904.79,05-01-2023 20:42,15590.64,0
7004,T07004,C2404,4.3114E+16,7670.02,Online,39715.83,05-01-2023 20:43,32045.81,0
7005,T07005,C4975,4.58672E+16,3512.92,Transfer,31539.23,05-01-2023 20:44,28026.31,0
7006,T07006,C2204,4.16939E+16,3774.34,ATM,23755.75,05-01-2023 20:45,19981.41,0
7007,T07007,C2854,4.72438E+16,5340.21,Transfer,32267.64,05-01-2023 20:46,26927.43,0
7008,T07008,C4296,4.38973E+16,12.41,Transfer,45356.61,05-01-2023 20:47,45344.2,0
7009,T07009,C1546,4.8453E+16,2420.03,POS,28362.45,05-01-2023 20:48,25942.42,1
7010,T07010,C1565,4.7327E+16,2090.24,POS,40009.33,05-01-2023 20:49,37919.09,0
7011,T07011,C2690,4.81657E+16,2512.32,Online,49039.06,05-01-2023 20:50,46526.74,0
7012,T07012,C3467,4.62148E+16,8061,POS,35307.85,05-01-2023 20:51,27246.85,0
7013,T07013,C3867,4.18703E+16,2803.94,POS,28708.96,05-01-2023 20:52,25905.02,0
7014,T07014,C4630,4.92639E+16,1923.3,POS,1970.55,05-01-2023 20:53,47.25,0
7015,T07015,C4065,4.98766E+16,5047.59,ATM,18786.45,05-01-2023 20:54,13738.86,0
7016,T07016,C3098,4.73803E+16,8657.79,Transfer,28315.59,05-01-2023 20:55,19657.8,0
7017,T07017,C2224,4.58221E+16,2421.08,POS,39880.61,05-01-2023 20:56,37459.53,0
7018,T07018,C4453,4.1944E+16,794.58,ATM,21961.43,05-01-2023 20:57,21166.85,0
7019,T07019,C3873,4.84426E+16,3570.48,Transfer,48006.91,05-01-2023 20:58,44436.43,1
7020,T07020,C3243,4.30521E+16,7479.04,POS,13662.51,05-01-2023 20:59,6183.47,0
7021,T07021,C4525,4.41376E+16,5511.4,POS,37253.9,05-01-2023 21:00,31742.5,0
7022,T07022,C2285,4.73244E+16,8169.77,Transfer,21009.67,05-01-2023 21:01,12839.9,0
7023,T07023,C3915,4.97955E+16,9596.33,ATM,24350.83,05-01-2023 21:02,14754.5,0
7024,T07024,C4018,4.83956E+16,7928.7,ATM,40144.85,05-01-2023 21:03,32216.15,0
7025,T07025,C4831,4.30173E+16,6041.99,Online,14881.14,05-01-2023 21:04,8839.15,0
7026,T07026,C3267,4.34241E+16,4938.48,Transfer,4930.92,05-01-2023 21:05,-7.56,0
7027,T07027,C3591,4.85355E+16,410.29,Online,26060.75,05-01-2023 21:06,25650.46,0
7028,T07028,C1890,4.51455E+16,9843.38,ATM,26486.85,05-01-2023 21:07,16643.47,0
7029,T07029,C1822,4.4944E+16,3840.98,POS,39878.67,05-01-2023 21:08,36037.69,0
7030,T07030,C1858,4.63238E+16,1530.76,Online,48419.13,05-01-2023 21:09,46888.37,1
7031,T07031,C3556,4.15824E+16,6670.42,ATM,2859.5,05-01-2023 21:10,-3810.92,0
7032,T07032,C3926,4.99693E+16,2850.04,ATM,29625.3,05-01-2023 21:11,26775.26,1
7033,T07033,C2190,4.11992E+16,5861.92,POS,34095.8,05-01-2023 21:12,28233.88,0
7034,T07034,C3812,4.50394E+16,5871.81,Transfer,49291.49,05-01-2023 21:13,43419.68,0
7035,T07035,C2414,4.68572E+16,4462.84,ATM,47135.25,05-01-2023 21:14,42672.41,0
7036,T07036,C4773,4.9069E+16,8362.82,Online,35651.29,05-01-2023 21:15,27288.47,0
7037,T07037,C3754,4.52931E+16,2657.02,POS,26137.29,05-01-2023 21:16,23480.27,0
7038,T07038,C1543,4.73619E+16,4491.84,Transfer,8160.04,05-01-2023 21:17,3668.2,0
7039,T07039,C3909,4.15744E+16,5381.54,Transfer,19270.41,05-01-2023 21:18,13888.87,0
7040,T07040,C3662,4.41923E+16,6639.61,Transfer,29297.6,05-01-2023 21:19,22657.99,0
7041,T07041,C4994,4.95995E+16,7841.88,ATM,36287.5,05-01-2023 21:20,28445.62,0
7042,T07042,C4925,4.34868E+16,3954.12,Transfer,31806.44,05-01-2023 21:21,27852.32,0
7043,T07043,C1728,4.32699E+16,6464.01,ATM,35734.73,05-01-2023 21:22,29270.72,0
7044,T07044,C3063,4.90752E+16,1514.6,POS,21514.71,05-01-2023 21:23,20000.11,0
7045,T07045,C3222,4.12484E+16,9327.15,POS,36408.6,05-01-2023 21:24,27081.45,0
7046,T07046,C3843,4.6384E+16,3836.76,Transfer,7272.69,05-01-2023 21:25,3435.93,0
7047,T07047,C3608,4.48806E+16,7297.92,POS,8213.06,05-01-2023 21:26,915.14,0
7048,T07048,C2320,4.78848E+16,213.21,Online,8225.32,05-01-2023 21:27,8012.11,0
7049,T07049,C3909,4.22012E+16,2059.82,Online,44554.16,05-01-2023 21:28,42494.34,0
7050,T07050,C1472,4.45691E+16,4875.95,ATM,3894.1,05-01-2023 21:29,-981.85,0
7051,T07051,C4116,4.6961E+16,8783.74,Transfer,40095.27,05-01-2023 21:30,31311.53,0
7052,T07052,C2442,4.37907E+16,5277.28,ATM,11755.19,05-01-2023 21:31,6477.91,0
7053,T07053,C3303,4.72799E+16,9299.41,POS,23474.65,05-01-2023 21:32,14175.24,0
7054,T07054,C2967,4.37441E+16,4843.13,Transfer,45806.23,05-01-2023 21:33,40963.1,0
7055,T07055,C3387,4.30948E+16,4909.59,ATM,29338.27,05-01-2023 21:34,24428.68,0
7056,T07056,C3337,4.81915E+16,1206.27,Transfer,10584.87,05-01-2023 21:35,9378.6,0
7057,T07057,C4861,4.55753E+16,8028.54,Transfer,14276.09,05-01-2023 21:36,6247.55,0
7058,T07058,C3732,4.46672E+16,2477.18,ATM,46030.29,05-01-2023 21:37,43553.11,0
7059,T07059,C3908,4.79022E+16,8997.13,Transfer,21414.48,05-01-2023 21:38,12417.35,0
7060,T07060,C2709,4.98287E+16,9109.13,POS,29390.58,05-01-2023 21:39,20281.45,0
7061,T07061,C3761,4.62861E+16,9433.67,Online,23050.62,05-01-2023 21:40,13616.95,0
7062,T07062,C4063,4.87708E+16,5207.1,Online,18984.06,05-01-2023 21:41,13776.96,0
7063,T07063,C4661,4.9745E+16,6774.17,Transfer,11241.63,05-01-2023 21:42,4467.46,0
7064,T07064,C4446,4.14771E+16,7787.37,Online,34340.96,05-01-2023 21:43,26553.59,0
7065,T07065,C3186,4.77956E+16,1318.84,Transfer,35940.28,05-01-2023 21:44,34621.44,0
7066,T07066,C2171,4.62913E+16,6013.56,ATM,13816.77,05-01-2023 21:45,7803.21,0
7067,T07067,C4594,4.79772E+16,352.64,POS,39471.64,05-01-2023 21:46,39119,0
7068,T07068,C4470,4.16396E+16,4980.69,Online,42741.31,05-01-2023 21:47,37760.62,0
7069,T07069,C2730,4.15731E+16,1556.88,ATM,46041.69,05-01-2023 21:48,44484.81,0
7070,T07070,C4310,4.47264E+16,1837.4,POS,8144.5,05-01-2023 21:49,6307.1,0
7071,T07071,C1052,4.2452E+16,3656.83,Online,15265.79,05-01-2023 21:50,11608.96,0
7072,T07072,C3141,4.2753E+16,4330.05,Online,43031.63,05-01-2023 21:51,38701.58,0
7073,T07073,C1436,4.98251E+16,6235.49,POS,10007.16,05-01-2023 21:52,3771.67,0
7074,T07074,C1103,4.79692E+16,753.54,ATM,273.08,05-01-2023 21:53,-480.46,1
7075,T07075,C2560,4.99134E+16,5041.88,ATM,43554.28,05-01-2023 21:54,38512.4,0
7076,T07076,C1595,4.85277E+16,1834.43,Online,16389.83,05-01-2023 21:55,14555.4,0
7077,T07077,C1217,4.12656E+16,5744.01,POS,20783.43,05-01-2023 21:56,15039.42,0
7078,T07078,C3745,4.93661E+16,6377.67,ATM,22372.07,05-01-2023 21:57,15994.4,0
7079,T07079,C1231,4.75632E+16,5571.53,POS,42428.9,05-01-2023 21:58,36857.37,0
7080,T07080,C1818,4.39885E+16,7385.57,POS,16960.82,05-01-2023 21:59,9575.25,0
7081,T07081,C2093,4.18481E+16,3362.74,Online,44624.77,05-01-2023 22:00,41262.03,0
7082,T07082,C4072,4.46349E+16,7653.41,POS,30885.26,05-01-2023 22:01,23231.85,1
7083,T07083,C4217,4.73134E+16,4333.34,POS,26411.61,05-01-2023 22:02,22078.27,0
7084,T07084,C1659,4.71731E+16,4847,Transfer,16348.16,05-01-2023 22:03,11501.16,0
7085,T07085,C2173,4.825E+16,6484.54,POS,12261.21,05-01-2023 22:04,5776.67,0
7086,T07086,C3799,4.44344E+16,193.4,ATM,31240.52,05-01-2023 22:05,31047.12,0
7087,T07087,C2026,4.52731E+16,6543.4,Online,22400.02,05-01-2023 22:06,15856.62,0
7088,T07088,C1599,4.86315E+16,6189.67,Online,45534.75,05-01-2023 22:07,39345.08,0
7089,T07089,C4438,4.26482E+16,3105.37,POS,24632.77,05-01-2023 22:08,21527.4,0
7090,T07090,C1254,4.3803E+16,867.08,POS,25638.57,05-01-2023 22:09,24771.49,0
7091,T07091,C3828,4.2598E+16,918.45,ATM,20894.49,05-01-2023 22:10,19976.04,0
7092,T07092,C4212,4.48763E+16,9233.01,Transfer,39484.22,05-01-2023 22:11,30251.21,0
7093,T07093,C2208,4.32699E+16,6895.9,Online,21299.48,05-01-2023 22:12,14403.58,0
7094,T07094,C1835,4.18173E+16,1279.76,Transfer,13540.17,05-01-2023 22:13,12260.41,0
7095,T07095,C4086,4.33464E+16,3573.66,ATM,43115.34,05-01-2023 22:14,39541.68,0
7096,T07096,C3216,4.28069E+16,5928.91,Online,29881.73,05-01-2023 22:15,23952.82,0
7097,T07097,C1132,4.41633E+16,8357.36,ATM,29616.36,05-01-2023 22:16,21259,0
7098,T07098,C2469,4.68297E+16,446.17,POS,30580.03,05-01-2023 22:17,30133.86,0
7099,T07099,C4334,4.17347E+16,2373.96,ATM,35970.1,05-01-2023 22:18,33596.14,0
7100,T07100,C2853,4.50688E+16,8898.59,POS,15722.09,05-01-2023 22:19,6823.5,0
7101,T07101,C1419,4.18469E+16,101.56,Transfer,1788.83,05-01-2023 22:20,1687.27,0
7102,T07102,C3523,4.33218E+16,2021.98,Online,40548.6,05-01-2023 22:21,38526.62,0
7103,T07103,C4555,4.892E+16,9590.65,Online,6532.36,05-01-2023 22:22,-3058.29,0
7104,T07104,C3766,4.15485E+16,6137.88,Transfer,36118.8,05-01-2023 22:23,29980.92,0
7105,T07105,C4028,4.60182E+16,2624.1,POS,4207.53,05-01-2023 22:24,1583.43,0
7106,T07106,C3301,4.71493E+16,679.24,Online,18827.86,05-01-2023 22:25,18148.62,0
7107,T07107,C4542,4.18601E+16,291.63,ATM,3245,05-01-2023 22:26,2953.37,0
7108,T07108,C1918,4.10156E+16,2455,POS,26158.46,05-01-2023 22:27,23703.46,1
7109,T07109,C4040,4.98733E+16,8816.04,Online,32691.48,05-01-2023 22:28,23875.44,0
7110,T07110,C3650,4.11133E+16,4164.98,ATM,8654.51,05-01-2023 22:29,4489.53,0
7111,T07111,C3298,4.39441E+16,7206.13,ATM,18644.22,05-01-2023 22:30,11438.09,0
7112,T07112,C2592,4.37586E+16,9183.67,Online,46518.95,05-01-2023 22:31,37335.28,0
7113,T07113,C1973,4.82061E+16,4086.32,Transfer,22175.22,05-01-2023 22:32,18088.9,0
7114,T07114,C3092,4.61168E+16,1920.86,Transfer,40146.92,05-01-2023 22:33,38226.06,0
7115,T07115,C4212,4.43762E+16,5176.01,Online,46366.52,05-01-2023 22:34,41190.51,0
7116,T07116,C4263,4.1625E+16,9081.76,ATM,48719.86,05-01-2023 22:35,39638.1,0
7117,T07117,C4271,4.25528E+16,8045.7,Transfer,44926.27,05-01-2023 22:36,36880.57,0
7118,T07118,C3851,4.67329E+16,667.64,Transfer,15938.53,05-01-2023 22:37,15270.89,0
7119,T07119,C2178,4.54874E+16,6928.8,Transfer,48132.39,05-01-2023 22:38,41203.59,0
7120,T07120,C3838,4.58208E+16,5723.26,POS,40638.52,05-01-2023 22:39,34915.26,0
7121,T07121,C3721,4.9789E+16,9075.56,Transfer,41875.06,05-01-2023 22:40,32799.5,0
7122,T07122,C1192,4.18734E+16,1233.59,Online,857.13,05-01-2023 22:41,-376.46,0
7123,T07123,C4794,4.71535E+16,5345.02,Online,47716.52,05-01-2023 22:42,42371.5,0
7124,T07124,C2562,4.23932E+16,8795.83,POS,38926.7,05-01-2023 22:43,30130.87,0
7125,T07125,C2587,4.43702E+16,4106.14,POS,38421.58,05-01-2023 22:44,34315.44,0
7126,T07126,C2706,4.25936E+16,4825.13,Online,4168.08,05-01-2023 22:45,-657.05,0
7127,T07127,C4918,4.49695E+16,713.9,POS,11705.17,05-01-2023 22:46,10991.27,0
7128,T07128,C4228,4.86199E+16,2788.65,Transfer,48116.86,05-01-2023 22:47,45328.21,0
7129,T07129,C4996,4.79534E+16,3251.82,ATM,25083.79,05-01-2023 22:48,21831.97,0
7130,T07130,C3806,4.55696E+16,9451.77,ATM,19953.12,05-01-2023 22:49,10501.35,0
7131,T07131,C2280,4.83351E+16,2833.85,ATM,42013.05,05-01-2023 22:50,39179.2,0
7132,T07132,C4956,4.50092E+16,4614.08,Online,4458.29,05-01-2023 22:51,-155.79,0
7133,T07133,C3261,4.66032E+16,6716.33,POS,20905.41,05-01-2023 22:52,14189.08,0
7134,T07134,C1220,4.94244E+16,1630.21,ATM,18847.47,05-01-2023 22:53,17217.26,0
7135,T07135,C1053,4.90005E+16,4869.56,Transfer,17557.58,05-01-2023 22:54,12688.02,0
7136,T07136,C4046,4.81485E+16,7388.01,Transfer,15453.84,05-01-2023 22:55,8065.83,0
7137,T07137,C2029,4.20834E+16,8669.88,Transfer,10582.74,05-01-2023 22:56,1912.86,0
7138,T07138,C1831,4.9415E+16,6266.33,POS,8728.25,05-01-2023 22:57,2461.92,0
7139,T07139,C3541,4.9422E+16,6693.84,ATM,32056.27,05-01-2023 22:58,25362.43,1
7140,T07140,C4558,4.19707E+16,1271.57,Transfer,45977.8,05-01-2023 22:59,44706.23,0
7141,T07141,C4198,4.71522E+16,9458.31,POS,25491.7,05-01-2023 23:00,16033.39,0
7142,T07142,C4524,4.63152E+16,1334.42,Transfer,14968.93,05-01-2023 23:01,13634.51,0
7143,T07143,C4564,4.25077E+16,7748.98,ATM,8042.09,05-01-2023 23:02,293.11,0
7144,T07144,C2814,4.18982E+16,2655.52,ATM,41524.15,05-01-2023 23:03,38868.63,0
7145,T07145,C4399,4.27398E+16,9336.6,ATM,48577.45,05-01-2023 23:04,39240.85,0
7146,T07146,C1923,4.23984E+16,7202.4,ATM,17522.85,05-01-2023 23:05,10320.45,0
7147,T07147,C4733,4.65231E+16,7540.6,ATM,14618.43,05-01-2023 23:06,7077.83,1
7148,T07148,C3595,4.4039E+16,2198.4,Transfer,30114.5,05-01-2023 23:07,27916.1,0
7149,T07149,C3886,4.50953E+16,4435.97,ATM,38788.92,05-01-2023 23:08,34352.95,0
7150,T07150,C3906,4.69311E+16,6181.95,Transfer,22824.6,05-01-2023 23:09,16642.65,0
7151,T07151,C3652,4.84919E+16,7702.04,ATM,31540.65,05-01-2023 23:10,23838.61,0
7152,T07152,C2506,4.80622E+16,1048.55,Transfer,35855.8,05-01-2023 23:11,34807.25,0
7153,T07153,C4092,4.95029E+16,9624.03,ATM,48033.56,05-01-2023 23:12,38409.53,0
7154,T07154,C3410,4.70232E+16,8903.3,Transfer,8335.36,05-01-2023 23:13,-567.94,1
7155,T07155,C3238,4.15896E+16,2710.78,ATM,49869.39,05-01-2023 23:14,47158.61,0
7156,T07156,C4024,4.32178E+16,8229.37,POS,19668.62,05-01-2023 23:15,11439.25,1
7157,T07157,C3471,4.22735E+16,5188.06,Transfer,36187.69,05-01-2023 23:16,30999.63,0
7158,T07158,C1804,4.96504E+16,4623.45,POS,28663.48,05-01-2023 23:17,24040.03,0
7159,T07159,C4179,4.54204E+16,3151.2,Transfer,24384.76,05-01-2023 23:18,21233.56,0
7160,T07160,C3969,4.81522E+16,5813.88,Transfer,34933.96,05-01-2023 23:19,29120.08,0
7161,T07161,C4949,4.13746E+16,7301.59,Transfer,19848.12,05-01-2023 23:20,12546.53,0
7162,T07162,C1792,4.1528E+16,4115.22,Online,6392.89,05-01-2023 23:21,2277.67,0
7163,T07163,C2204,4.98482E+16,6295.9,ATM,24495.78,05-01-2023 23:22,18199.88,0
7164,T07164,C2838,4.53273E+16,6996.14,POS,26143.6,05-01-2023 23:23,19147.46,0
7165,T07165,C1726,4.85985E+16,7114.11,POS,10174.92,05-01-2023 23:24,3060.81,1
7166,T07166,C3796,4.69417E+16,529.14,Transfer,46787.41,05-01-2023 23:25,46258.27,0
7167,T07167,C1305,4.77969E+16,8598.88,POS,11451.03,05-01-2023 23:26,2852.15,0
7168,T07168,C1765,4.63245E+16,4587.95,POS,20520.46,05-01-2023 23:27,15932.51,0
7169,T07169,C4942,4.86361E+16,2631.54,POS,7830.99,05-01-2023 23:28,5199.45,0
7170,T07170,C1711,4.18192E+16,2425.23,POS,26836.25,05-01-2023 23:29,24411.02,0
7171,T07171,C4010,4.6898E+16,4835.31,Online,15451.12,05-01-2023 23:30,10615.81,0
7172,T07172,C3104,4.92134E+16,8869.45,Transfer,24514.7,05-01-2023 23:31,15645.25,0
7173,T07173,C1488,4.6071E+16,3789.69,POS,11308.38,05-01-2023 23:32,7518.69,0
7174,T07174,C2545,4.73249E+16,7499.76,Online,2783.38,05-01-2023 23:33,-4716.38,0
7175,T07175,C1166,4.56988E+16,977.22,Online,38983.41,05-01-2023 23:34,38006.19,0
7176,T07176,C2755,4.78178E+16,4765.81,Transfer,32090.21,05-01-2023 23:35,27324.4,0
7177,T07177,C2143,4.67934E+16,9916.94,ATM,17102.89,05-01-2023 23:36,7185.95,0
7178,T07178,C3279,4.35451E+16,7706.67,ATM,2469.96,05-01-2023 23:37,-5236.71,0
7179,T07179,C2082,4.22203E+16,2113.18,ATM,43292.2,05-01-2023 23:38,41179.02,0
7180,T07180,C1532,4.78772E+16,5019.4,POS,8572.77,05-01-2023 23:39,3553.37,0
7181,T07181,C1659,4.36387E+16,2343.91,Transfer,46544.04,05-01-2023 23:40,44200.13,0
7182,T07182,C3392,4.66416E+16,4101.51,ATM,23981.91,05-01-2023 23:41,19880.4,0
7183,T07183,C4465,4.46411E+16,7803.04,POS,17085.3,05-01-2023 23:42,9282.26,0
7184,T07184,C2044,4.43963E+16,7714.54,Transfer,37113.8,05-01-2023 23:43,29399.26,0
7185,T07185,C1023,4.54177E+16,2288.72,POS,43854.29,05-01-2023 23:44,41565.57,0
7186,T07186,C2353,4.54247E+16,9223.01,ATM,18598.61,05-01-2023 23:45,9375.6,0
7187,T07187,C2910,4.38959E+16,5929.76,ATM,20426.45,05-01-2023 23:46,14496.69,0
7188,T07188,C3906,4.53604E+16,3805.44,Online,21714.6,05-01-2023 23:47,17909.16,0
7189,T07189,C4839,4.45021E+16,5024.34,Online,46123.92,05-01-2023 23:48,41099.58,0
7190,T07190,C1634,4.54821E+16,6054.66,Transfer,34658.94,05-01-2023 23:49,28604.28,0
7191,T07191,C1163,4.80829E+16,5603.31,POS,12457.54,05-01-2023 23:50,6854.23,0
7192,T07192,C1629,4.35868E+16,4869.19,POS,9331.48,05-01-2023 23:51,4462.29,0
